OBJECTID,zones455,FREQUENCY,Age_adjusted_LCM,Female_Rate,Male_Rate,less_than_49,F49_74,beyond_74,smokrate,GDP,Health_Care_Quality,Health_care_Access,Public_Health,wind,NO2,Temp,SO2,PM25,ozone,co
200,201,1,38.6,53.33,77.88,0,143.41,0,0.193,14,11,15,36,96.87926865,15.43332951,47.77548953,3.586940799,29.32033566,37.27373632,0.242596286
201,202,1,43,42.07,69.27,0,148.74,291.1,0.175,8,39,42,29,85.77144368,15.07333787,68.23566945,1.948835055,37.08648936,37.1091334,0.267141292
202,203,2,40.05,73.395,43.495,0,132.785,177.27,0.141,3,26,5,10,94.07308032,12.57768001,48.6043424,1.374799463,26.28823795,34.88404433,0.206824962
203,204,2,50.2,51.2,92.635,0,195.985,142.005,0.175,8,39,42,29,87.98096943,14.04739845,69.22350025,2.021202252,33.30230236,36.10522843,0.262460091
204,205,5,40.08,408.36,502.32,56.12,465.31,2741.54,0.1502,22.2,16.8,14.6,8.6,102.703976,18.38832778,59.27540502,0.699350989,29.7830818,38.12621198,0.27501361
205,206,1,40.4,,79.65,0,130.69,0,0.157,2,30,47,23,82.74236298,8.708905697,67.98155866,3.780715397,34.49127851,34.398789,0.257852703
206,208,1,46.7,62.46,117.13,0,181,316.66,0.173,43,14,23,33,108.8418929,,,,,34.35233331,
207,209,2,41.85,37.125,69.51,0,152.625,150.55,0.1815,13.5,42,25.5,27,93.89370595,15.52288656,55.96241656,19.06416827,30.84542332,39.75445786,0.247747277
208,210,2,48.85,70.325,90.97,0,175.765,361.025,0.172,10,21,22,30,93.94772784,13.7672987,60.67536323,0.935199529,32.74518935,43.18548362,0.249030815
209,211,6,40.33333333,48.41833333,43.33166667,0,120.4083333,313.845,0.164333333,6.666666667,33,47.33333333,26.5,86.81581463,10.04485403,65.01848876,3.841055988,33.72590615,37.42483843,0.258172698
210,212,6,30.5,38.07833333,41.18166667,0.228333333,83.75333333,258.7533333,0.135,11,17,11,9,91.02739,19.92340905,50.39492101,4.058522786,25.67336493,30.88163241,0.234490628
211,213,6,36.33333333,53.968,60.36166667,0,117.835,201.575,0.187,6,10,6,25,93.57950486,13.1875352,51.73771175,1.332865885,33.27853908,34.85351266,0.242593236
212,214,2,36.3,32.44,63.13,0,129.23,119.71,0.157,2,30,47,23,86.76776693,11.86057494,65.54486484,3.670368401,32.6292419,39.11970566,0.254738746
213,215,4,48.075,54.6025,66.425,0,101.6175,366.3575,0.218,19,41,39,41,94.86934748,17.43782873,53.45704823,3.480465433,33.6952888,35.6062994,0.26214505
214,216,3,62.4,73.58,115.37,0,245.3566667,125.95,0.211,7,23,24,42,98.41425883,15.49465897,55.4964464,3.629050174,31.11662222,40.54586718,0.229014195
215,217,6,42.66666667,53.09,48.25333333,0.661666667,134.8366667,260.7366667,0.164,13,22,14,20,90.88501013,15.10068558,58.71578857,1.046635756,28.59758383,39.69529975,0.247038522
216,218,3,39.83333333,56.01333333,68.70666667,0,120.37,270.1166667,0.187,6,10,6,25,96.44530926,12.2592153,51.91833951,3.839394842,33.19011698,35.63854719,0.208890561
217,219,3,39.36666667,50.88333333,60.99333333,0,132.5566667,273.8566667,0.228,29.33333333,44.66666667,34.33333333,45.33333333,71.39059151,12.3087936,69.71243173,3.607944479,33.64119675,37.00904387,0.28005812
218,220,2,32.8,78.205,27.545,0,121.97,0,0.157,2,30,47,23,84.88608281,11.22403955,67.68898583,3.670243865,35.25513482,37.07996901,0.249312327
219,221,2,54.7,74.95,86.73,0,187.555,346.32,0.155,5,46,18,14,96.42587519,14.91645575,51.26157308,2.636469335,34.29519177,39.84969211,0.247750444
220,222,2,30.7,32.36,51.09,0,86.445,228.55,0.187,6,10,6,25,94.96220298,11.43813578,51.00986523,2.526633534,34.30198673,34.92366865,0.215083344
221,223,2,58.1,68.1,89.69,0,194.11,224.72,0.201,30,48,49,44,84.74291927,11.01912291,62.01004133,3.933402198,33.00214407,36.08581565,0.266061798
222,224,1,49.5,,110.61,0,185.26,0,0.209,27,35,38,47,67.39008951,16.13818181,66.59409237,4.018007636,34.9226222,37.73184374,0.26849156
223,226,3,38.83333333,47.95333333,67.11333333,0,115.5033333,179.9133333,0.164,13,22,14,20,92.26259186,14.73601318,59.73907536,2.007970858,29.39891278,41.10429869,0.233046778
224,227,1,37.2,46.92,64.73,0,90.04,319.89,0.141,3,26,5,10,103.19933,19.93528748,49.08840307,0.349007621,26.12288698,34.85889397,0.27187593
225,228,4,43.075,65.07,59.4025,0,118.17,327.4825,0.211,7,23,24,42,97.21717211,17.84353905,52.23372212,0.94720428,34.16941547,39.95823889,0.249342166
226,229,5,40.08,33.59,54.686,0.746,109.894,319.674,0.157,2,30,47,23,89.52166643,11.43042858,65.64956723,3.63366608,33.80951834,38.03862566,0.25223028
227,230,4,37.75,43.055,45.445,0,70.3825,308.5375,0.218,19,41,39,41,96.67480326,17.85023034,52.79644203,1.655564971,34.89200998,35.45436708,0.26608615
228,231,1,51.7,75.06,89.56,0,129.01,352.11,0.171,31,37,7,22,97.17306328,14.94770765,50.97002697,2.077915937,33.68026924,38.27304363,0.257828802
229,232,3,35.53333333,646.5566667,700.71,84.08666667,673.15,4962.82,0.130333333,19.33333333,24.33333333,2.333333333,4.666666667,103.9434113,16.24822057,51.10618318,0.304804183,25.10229067,38.65980029,0.252211175
230,233,5,33.72,33.756,38.93,0,94.752,277.01,0.175,8,39,42,29,100.4834762,17.46995519,63.45057984,0.996977777,37.45401436,42.31326393,0.277301543
231,234,2,16.75,11.345,21.72,0,45.265,144.96,0.157,2,30,47,23,79.35309944,10.63563859,74.59667511,3.728095794,38.34934388,30.47909451,0.244381104
232,235,3,35.4,44.05333333,48.76333333,0,94.46666667,309.16,0.172,10,21,22,30,91.84532081,13.97244387,61.19658131,1.449582174,31.64228423,42.93361039,0.22412887
233,236,5,28.1,25.322,34.252,0.316,72.588,259.582,0.157,2,30,47,23,83.39809094,11.37038489,68.63997984,3.670248563,36.01769865,36.21139497,0.249925415
234,237,4,40.75,52.14666667,61.98,0.8725,126.815,342.5425,0.141,3,26,5,10,97.50951879,14.25598248,33.16996518,1.197522823,25.23190261,34.67241295,0.237419205
235,238,3,42.26666667,62.16,74.20666667,0,134.1733333,270.0933333,0.156333333,4,20.66666667,5.333333333,15,97.43936034,15.70919599,39.56373571,0.595144712,26.60486037,33.94776132,0.258570664
236,239,2,36.35,51.73,60.465,0,127.62,85.76,0.161,4,24,48,13,96.53632257,12.47329227,75.01946259,1.38610533,29.31913641,33.64274134,0.257433572
237,240,3,55.56666667,82.06666667,77.65666667,0,156.4133333,412.7866667,0.193,14,11,15,36,97.09808985,15.47206954,45.23422834,2.090411901,27.84181256,35.66667811,0.235786494
238,241,1,26,608,717.6,84.78,974.02,7081.4,0.113,1,4,34,4,94.6846693,17.9678654,63.27571908,4.078544287,36.944512,44.14545441,0.246677096
239,242,4,45.95,46.215,77.3875,0,152.9725,266.7775,0.2125,20,39,33.5,39.5,84.93450699,8.265856467,65.6900709,4.202720731,34.87728185,35.47938604,0.262088477
240,243,1,43.3,83.57,105.1,0,104.17,457.78,0.176,32,18,44,28,97.38710812,18.85967265,60.2685058,4.188830061,26.12662358,43.33089872,0.253782509
241,244,2,39.3,49.335,59.38,0,132.93,157.71,0.211,7,23,24,42,94.82972972,18.09777419,53.73512936,3.058997144,35.99324195,40.15070693,0.243104714
242,245,2,62.2,,111.23,0,232.37,0,0.175,8,39,42,29,88.19081943,14.25304516,69.10906347,4.624830723,31.19706122,36.92989302,0.274963033
243,246,5,35.64,38.1725,52.106,0,103.598,233.118,0.175,8,39,42,29,97.95954692,17.51905797,64.3804835,2.220945446,35.89966469,41.40446714,0.270404056
244,247,1,57.6,79.3,67.39,0,165.9,366.03,0.193,14,11,15,36,96.55316925,14.32223887,29.45211298,1.704549656,28.38330931,34.69204736,0.262627389
245,248,1,38.8,1072.8,1146.3,148.39,1293.9,6489.3,0.113,1,4,34,4,108.5260006,15.76766621,59.01025477,3.679070061,25.20044942,37.50142719,0.235581883
246,249,5,34.74,50.4,53.216,0,105.6825,283.946,0.1402,13.6,16.2,14.8,11,95.71901284,19.49129608,51.81436499,4.008102285,26.35098949,30.47279229,0.234546609
247,250,1,26.6,19.88,27.01,1.57,75.08,220.42,0.157,2,30,47,23,81.6104572,10.47264632,69.20988758,3.728495653,35.26474204,35.38995009,0.254225026
248,251,1,39.3,,61.58,0,125.58,0,0.172,10,21,22,30,87.14642715,15.48329735,60.64121819,1.593494117,27.67203426,39.90085793,0.244136088
249,252,1,41.3,40.7,59.99,0,151.25,281.69,0.157,2,30,47,23,82.46333822,12.44572067,62.73613358,4.240866979,32.15207609,40.25785828,0.256079242
250,253,1,33.3,1020.4,1097.5,145.1,786.1,6988.9,0.127,23,27,2,6,107.1038876,18.63258529,50.92290354,0.214999953,24.67291117,37.29486609,0.27972791
251,254,1,17.6,21.23,35.2,0,41.77,181.22,0.089,29,2,12,15,90.81913528,16.95198975,60.79837551,4.348466659,21.944314,44.97902439,0.265198275
252,255,1,23.9,32.79,34.51,0,85.41,165.19,0.156,18,5,46,27,93.45946744,20.18140655,68.82658346,4.068719312,29.1860986,46.06816606,0.258291421
253,256,3,47.76666667,65.48666667,76.27333333,0,149.7266667,234.3733333,0.155,5,46,18,14,94.92387417,14.62142457,52.57424854,3.182599266,34.40694512,39.80947544,0.244733352
254,257,2,61.05,93.105,85.255,0,211.795,405.23,0.226,16,15,35,43,88.85458489,16.6234376,58.8527586,27.72765026,29.57113228,39.40421054,0.262684721
255,258,2,34.8,59.54,33.56,0,98.44,273.185,0.141,3,26,5,10,99.27744173,16.09267904,39.68237845,0.597574757,26.02486884,33.58127589,0.258727623
256,259,5,48.34,63.076,73.452,0,156.886,282.338,0.201,30,48,49,44,89.26967269,12.83342956,59.336001,4.230969214,32.50257492,36.51050919,0.250420529
257,260,1,64.8,,150.06,0,150.43,487.07,0.193,14,11,15,36,96.79740779,14.38228774,47.91204166,2.060833047,25.51543268,35.9986709,0.24450153
258,261,2,36.6,53.445,60.845,0,104.12,344.27,0.141,3,26,5,10,108.3996339,15.15088833,43.9326392,1.100153073,22.97656242,33.21850698,0.235212308
259,262,2,56.55,100.835,84.095,0,179.02,275.52,0.141,3,26,5,10,107.4284237,13.24128808,42.89048326,1.63930622,19.26863507,33.54205834,0.232854876
260,263,2,36.55,780.3,879.4,117.615,1064.265,7157.85,0.113,1,4,34,4,104.3602165,14.87217518,60.43431314,4.144975454,28.88544162,38.79940224,0.249492787
261,264,2,35,48.72,48.31,0,90.55,300.46,0.172,47,36,36,32,96.22763859,14.41033479,42.78551863,4.259836165,23.80884717,33.50680134,0.213418154
262,265,3,45.43333333,78.17333333,76.13666667,0,157.29,242.63,0.161,24,13,30,19,110.5135751,17.29640128,55.94989225,3.919165656,29.10048465,33.77665188,0.235149791
263,266,4,42.05,48.205,26.8275,0,93.465,206.285,0.171,31,37,7,22,97.38450734,14.08457597,48.58564806,1.532235615,30.04022559,34.72757411,0.24235492
264,268,5,29.18,39.474,42.47,1.4,75.73,265.338,0.137,9,20,13,3,101.3948663,21.31609858,57.79132085,0.744238246,30.38190926,37.99471219,0.274589711
265,269,1,55.8,66.12,75.78,0,141.36,340.49,0.218,19,41,39,41,95.19455973,16.04400349,53.20470047,1.926761468,34.78931936,35.92450587,0.259347399
266,270,2,36.75,51.66,73.27,0,123.03,119.565,0.164,13,22,14,20,91.45810318,15.19250298,58.74305344,0.816917166,28.15994311,39.36601003,0.25423196
267,271,6,36.21666667,58.30166667,42.51666667,0,121.41,177.0616667,0.16,21,9,16,21,97.70274735,13.94933731,46.76418882,2.145926392,29.99241018,35.70408477,0.266558488
268,272,1,46.5,90.12,48.3,0,121.01,469.01,0.193,14,11,15,36,91.16584259,15.11114065,20.65060875,3.047142181,31.4467614,35.69818008,0.254600262
269,273,6,50.5,70.315,86.35,0.821666667,172.6983333,219.3216667,0.211,7,23,24,42,98.20634223,15.44742309,52.884224,2.608649502,34.46472395,40.27825144,0.208244756
270,274,2,54.65,64.02,88.78,0,155.3,412.365,0.201,30,48,49,44,88.5166864,13.63864102,58.62292381,3.099543589,32.54599353,36.98353904,0.246745394
271,275,5,35.46,43.876,67.306,0,109.756,216.756,0.1656,12.4,21.8,15.6,22,95.79172379,13.71352842,59.51154842,1.538224456,29.68734073,42.10932599,0.22304835
272,276,4,61.65,68.9075,109.625,0,220.67,221.1,0.211,7,23,24,42,97.26802694,16.17775383,55.10365394,2.031423191,33.74757124,41.71946082,0.239695516
273,277,3,42.16666667,58.92,65.08,0,124.9633333,300.4366667,0.173,43,14,23,33,113.6143822,12.45053407,45.59664213,0.358422123,24.21955859,34.20154047,0.221288462
274,278,2,29.3,486.66,501.38,51.995,467.165,3786.625,0.134,13,26.5,3.5,8,103.4406542,19.00746365,55.06015859,0.31469198,27.32230183,41.05964287,0.284821986
275,279,1,50.9,65.72,68.58,0,191.29,346.85,0.201,30,48,49,44,96.43245888,13.85728828,58.920976,2.944431682,32.67982705,38.06761424,0.270025571
276,280,4,45.925,75.58,77.8825,0,161.425,338.44,0.155,5,46,18,14,97.65470647,15.42372156,50.40199012,2.045797731,34.63724772,39.10108541,0.256608611
277,281,2,52.4,58.78,85.94,0,192.725,175.095,0.231,26,42,29,45,88.19806137,10.59870545,65.78523662,4.792895111,35.52678757,36.27105904,0.293690944
278,282,2,38.1,56.8,50.46,0,125.675,275.175,0.193,14,11,15,36,97.05476456,16.02004563,48.50066185,1.934620932,30.94659971,39.06491182,0.243332206
279,283,5,35.96,47.602,46.198,2.134,95.428,319.72,0.177,6.6,12,7.4,20.6,99.82398116,19.84051106,56.03862984,0.855138673,31.70147867,36.6584542,0.265120671
280,284,3,51.7,46.33,85.52333333,0,188.43,286.11,0.222,36,50,45,46,81.47388416,15.08855126,64.40186119,4.1396682,33.78006935,36.95699247,0.256709972
281,286,4,33.025,30.995,41.2775,0.3525,100.6775,210.26,0.172,10,21,22,30,89.67033341,13.90389512,61.99786243,0.835916511,31.8460818,41.98001773,0.236474854
282,287,3,39.93333333,70.21666667,102.77,1.603333333,129.2566667,283.5666667,0.161,4,24,48,13,83.0952603,12.99868833,72.64432526,2.288416841,29.68133783,35.29615132,0.257929075
283,289,7,34.84285714,51.45833333,42.62571429,0.375714286,122.928,249.8471429,0.153571429,20.28571429,14.14285714,24.57142857,16.14285714,102.0149216,18.03485955,53.78416505,3.919783123,28.01562945,31.30757927,0.234648011
284,290,1,35.5,32.93,37.06,0,105.45,317.62,0.175,8,39,42,29,88.06847382,13.72332573,69.516922,2.806125879,31.50918961,36.02685928,0.267254725
285,291,4,44.125,55.085,71.57,0,127.645,250.2325,0.155,5,46,18,14,95.35917855,15.7504038,52.79997572,3.121886077,34.86610983,38.56664507,0.253427745
286,292,1,76.4,124.37,109.96,0,258.82,465.77,0.231,26,42,29,45,86.28899892,8.367058754,67.01640701,4.309780995,34.77895673,34.58151499,0.261181384
287,293,4,36.925,236.815,280.4875,36,311.545,1972.4475,0.1455,19.25,13.25,13,8.25,103.6004481,18.36417441,57.60928416,0.891983119,30.60165179,39.58025019,0.268708043
288,294,6,32.58333333,39.93333333,54.12333333,0.546666667,105.8333333,182.42,0.178833333,7.833333333,8.5,6.5,22.5,97.54321806,13.89421768,53.82666082,1.692558757,33.6444624,38.17183594,0.246625607
289,295,1,50,54.1,75.82,0,106.82,425.62,0.171,31,37,7,22,97.94689369,14.68363452,46.18601036,1.805690676,30.92308474,35.15073299,0.24241323
290,296,3,33.7,52.76333333,48.12333333,0,80.19,294.45,0.16,21,9,16,21,97.47299417,14.09696326,50.43582071,1.407800822,29.38862358,36.94122037,0.266257155
291,297,2,32.4,26.27,56.025,0,77,303.865,0.145,20,25,21,8,95.55268344,13.88749791,36.6084629,1.469416232,23.22110517,33.95740997,0.252193754
292,298,2,33.55,38.72,45.26,0,106.52,233.615,0.208,22,38,33,40,95.6931469,15.63869491,54.25390167,2.225158787,31.25419255,35.98539976,0.243614494
293,299,3,40.06666667,66.62333333,62.47,0,118.6266667,253.3233333,0.152333333,34.33333333,28,7,14,110.8873334,14.07688461,46.63771364,0.82097487,23.39315915,33.2462365,0.235950987
294,300,3,43.53333333,45.72,71.77333333,0.716666667,126.0033333,326.9433333,0.209,27,35,38,47,81.40242732,17.80264098,64.04392247,5.702692555,34.83197892,39.58629357,0.273139873
295,301,1,28.3,27.69,33.08,0,80.46,221.43,0.154,35,28,20,18,95.81832377,14.86022123,52.3987448,2.232220994,28.51457829,34.59415181,0.249174374
296,302,1,34.8,,59.42,0,,333.94,0.145,20,25,21,8,100.3321773,12.18644772,34.91650772,1.374187044,22.75120653,33.10729504,0.260995446
297,303,1,44.7,54.97,88.84,0,153.63,287.67,0.141,3,26,5,10,102.2493767,13.79723043,36.86332791,1.690487293,23.11581274,32.0292842,0.231180488
298,304,3,65.63333333,66.39,108.7566667,0,209.7866667,63.26666667,0.208,22,38,33,40,93.92585123,15.11422783,53.27291957,3.838688535,30.94237888,38.13645679,0.240485399
299,306,2,43.75,56.5,77.33,1.35,123.995,352.55,0.187,6,10,6,25,97.8212266,13.04266531,53.56767321,4.025765687,34.22143603,36.76591715,0.207875025
300,307,2,34.8,50.29,53.02,1.68,96.6,287.995,0.143,28.5,12.5,3.5,4.5,103.823603,15.83735554,51.10996469,0.361382811,23.83548196,38.71516037,0.251585516
301,308,2,58.1,57.22,109.685,0,257.73,138.42,0.155,5,46,18,14,95.21515374,14.82201696,52.46421192,2.596253722,32.73360947,40.00542178,0.241196109
302,309,3,45.73333333,63.22,60.15333333,0,136.8366667,259.0433333,0.227333333,18.33333333,31.66666667,26.66666667,44.66666667,98.72334332,15.14407645,55.17855008,4.655847894,30.82012187,39.84966087,0.212893442
303,310,2,56.4,79.955,76.64,0,179.36,178.945,0.218,19,41,39,41,94.08676243,16.49653904,54.94697762,2.58984679,33.14713765,36.60233514,0.248932657
304,311,2,41.1,60.97,76.245,0,133.405,281.87,0.164,4.5,18,5.5,17.5,96.68471748,12.75775242,47.71332427,2.557916015,28.135824,36.39045883,0.202938379
305,312,1,43.1,71.98,47.32,0,141.46,269.21,0.141,3,26,5,10,104.1670164,13.19063871,40.74943161,3.649739836,21.13399655,32.7934529,0.2207468
306,313,5,51.84,67.47,94.758,0,188.858,159.664,0.221,26.2,33,39.6,45,86.57162753,16.23255661,61.40489153,8.285404956,30.58988707,38.40974411,0.256780818
307,314,6,41.58333333,58.182,57.30833333,0,138.7416667,228.275,0.211,7,23,24,42,97.64397344,16.42582976,52.27675158,1.629208662,33.75357153,39.93779223,0.228810754
308,315,2,41.7,68.04,56.77,0,142.01,143.98,0.193,14,11,15,36,95.47668058,15.0187248,41.96278758,2.480839826,27.17505255,35.39143117,0.23669597
309,316,3,33.86666667,38.07333333,41.53,0.733333333,93.35,285.9166667,0.156666667,10.33333333,33.66666667,17.33333333,16.33333333,96.09211707,17.05988416,49.52385179,1.907534417,33.5387686,39.33777393,0.253492924
310,317,3,44.7,53.50333333,87.10666667,0,136.4266667,203.4233333,0.166666667,12,21.66666667,16.66666667,23.33333333,94.04259727,14.35029064,60.08489518,3.185040537,30.38159189,42.73242905,0.222410933
311,318,3,21.1,21.585,28.43333333,2.23,60.9,168.8733333,0.141,3,26,5,10,103.8361549,23.09073098,55.6793944,0.611592273,30.30265395,36.80966632,0.280834754
312,319,1,32.6,37.63,70.39,0,95.4,280.11,0.164,13,22,14,20,95.93425179,14.12183547,57.9250946,1.701157346,28.29862857,39.27150896,0.233183374
313,320,5,44.94,61.6475,53.502,0,104.872,202.994,0.218,19,41,39,41,100.0893211,17.06377821,51.13271879,2.183516629,33.28059088,34.99505081,0.256836021
314,321,2,53.6,,0,76.23,92.89,38.81,0.174,33,47,25,37,94.47728984,15.93605896,55.98761813,2.658981224,30.1246651,35.16590814,0.251753481
315,322,1,47.8,74.59,96.94,0,155.58,297.07,0.161,24,13,30,19,108.5630834,17.74889131,54.34410067,3.920852562,30.04167301,33.81917463,0.235047125
316,323,2,26.55,25.635,31,0.775,82.535,217.525,0.157,2,30,47,23,78.09194279,11.53585825,69.97373409,3.664488411,36.29110232,35.51955748,0.249501361
317,324,6,43.9,50.915,67.70166667,0,130.0883333,229.855,0.163833333,7.833333333,44.66666667,20.5,18.33333333,95.86545166,14.6437336,53.82083185,4.311395825,33.69904322,40.11084067,0.249530211
318,325,3,24.3,34.40666667,39.75333333,2.04,68.52,208.2066667,0.161,4,24,48,13,101.7815632,12.66206228,75.22777734,1.267233095,28.76030227,32.77741025,0.257700275
319,326,2,32.25,31.71,42.385,0,89.145,157.145,0.183,44,40,26,24,102.050953,9.961539341,39.61954138,2.331864164,20.85874424,33.27083096,0.256928865
320,327,4,40.775,54.55666667,74.385,0,129.0275,322.715,0.1525,3.75,22,5.25,13.75,94.02354145,13.73149851,41.72212696,0.656390258,26.80258783,34.21019189,0.238127736
321,328,4,34.075,28.41666667,43.795,0,95.415,201.6875,0.157,2,30,47,23,81.0037459,9.929549188,70.12785702,3.721686413,35.04321882,34.63308556,0.253632585
322,329,2,47.85,62.76,76.27,0,95.77,0,0.171,31,37,7,22,97.08062808,14.3557388,50.82617124,2.063275318,31.37162383,36.06070296,0.242074682
323,330,3,43.03333333,41.26,51.88,0,125.6966667,320.54,0.231,26,42,29,45,75.42440778,11.13354112,69.36047245,4.11328773,34.3950203,36.45545746,0.277674447
324,331,2,35.5,74.82,71.225,0,120.335,281.87,0.173,43,14,23,33,110.2931919,11.17780497,45.93192371,0.22206259,20.03175672,35.5939381,0.21664946
325,332,1,46.6,98.84,67.52,0,118.04,422.41,0.173,43,14,23,33,109.0504652,11.12955173,46.46388002,0.190196002,17.75423874,35.35534363,0.216247752
326,333,8,50.925,47.44833333,83.4875,0,172.975,176.5675,0.226,16,15,35,43,94.24721111,17.08170833,59.36856222,4.101120198,29.89685125,40.32640327,0.26619554
327,334,6,40,40.67333333,71.92833333,0,124.9333333,301.6283333,0.188,25,33,27,39,95.42929069,15.63480619,62.22244994,0.586640704,31.31109294,41.79671985,0.273109167
328,335,2,42.85,66.55,83.245,0,125.08,351.81,0.173,43,14,23,33,111.4214376,11.21003079,45.10222978,0.238590279,21.62296327,35.08200417,0.216833804
329,336,5,27.52,572.22,517.114,78.064,647.758,5328.934,0.1542,21.8,15,30.6,16.4,97.94883772,19.43201925,48.77335577,3.840694296,26.62634068,42.62886227,0.22969996
330,337,2,39.95,46.385,56.99,0,120.17,296.265,0.193,14,11,15,36,96.94802184,14.99102423,48.28244848,1.55344552,29.77772494,38.10615673,0.242978164
331,338,8,24.225,26.87,31.39125,0.87125,65.2925,211.50125,0.1385,6.75,22.25,10,5.625,102.8506062,21.50671037,55.24212356,0.601541818,30.05919166,36.60716219,0.274160384
332,339,4,47.125,50.025,77.3225,0,145.365,357.2275,0.209,27,35,38,47,87.11842337,17.48661931,62.19697177,5.327522085,32.18864675,40.47205539,0.266375711
333,340,5,35.92,58.69,23.682,0,101.31,242.308,0.138,17,1,9,10,96.65881224,16.45472748,57.63191017,0.792014694,28.08797435,40.8764305,0.263465711
334,341,1,56.4,53.5,73.55,0,127.4,497.06,0.231,26,42,29,45,71.97379357,10.67978757,70.63099997,4.081349203,33.99387169,36.66653115,0.276332019
335,342,1,34.1,,0,45.39,57.78,85.32,0.174,33,47,25,37,95.57422924,16.43999779,57.30946922,2.595041364,29.96997356,36.31976795,0.256245445
336,343,1,50.2,64.22,78.83,0,174.32,344.73,0.231,26,42,29,45,75.02791341,12.32330742,68.94701004,3.662866751,34.65423075,36.73888524,0.273878197
337,344,6,39.5,34.71666667,55.62,0,121.0933333,291.97,0.164,13,22,14,20,89.39748012,15.57808876,60.03304498,1.094885303,28.81657158,39.68222369,0.254662994
